customer_id;signup_date;last_interaction_date;tenure_months;monthly_charge;total_charges;contract_type;payment_method;internet_service;support_tickets_30d;num_services;promo_applied;region;device_type;avg_download_mbps;downtime_hrs_30d;late_payments_12m;nps_text;churn
CUST00068;1/12/2020;13/11/2023;56;56.99534051;3123.97;Mes a mes;Tarjeta;DSL;0;3;No;Norte;Router;26.23133351;3.52420915;0;Conforme;0
CUST00812;15/04/2020;21/02/2023;63;82.78799812;5259.09;Mes a mes;Billetera;Fibra;0;2;No;Lima Metropolitana;ONT;219.1945653;1.938135424;1;Excelente atención;1
CUST00494;23/01/2019;31/08/2024;77;63.87079776;4843.49;1 año;Débito;DSL;0;3;Sí;Lima Metropolitana;Combo;27.58624828;5.313085798;2;Servicio lento;0
CUST00311;30/11/2022;16/09/2024;30;34.49642543;1009.19;1 año;Tarjeta;DSL;0;3;No;Centro;ONT;28.52159739;0.238183793;2;Muy satisfecho;0
CUST01097;6/01/2025;14/04/2025;8;91.67509823;873.93;Mes a mes;Tarjeta;Fibra;1;3;No;Lima Metropolitana;Router;220.942403;9.519041022;2;Cobro incorrecto;0
CUST01248;2/10/2019;13/11/2024;70;77.18874515;5410.78;Mes a mes;Tarjeta;Fibra;1;4;No;Sur;ONT;266.076085;2.513771202;0;Rápido y estable;0
CUST00185;30/01/2019;13/03/2025;78;74.80260501;5884.97;2 años;Billetera;Fibra;0;3;No;Centro;Router;167.4352997;;0;Servicio lento;0
CUST00307;23/05/2021;5/01/2023;49;58.49883049;2820.57;Mes a mes;Débito;DSL;0;3;No;Centro;Modem;37.84701249;4.554542407;1;Todo bien;1
CUST00853;21/11/2023;28/12/2024;21;49.46164505;1003.64;Mes a mes;;DSL;1;4;No;Centro;Modem;42.4176425;6.31601372;1;Precio alto;0
CUST00793;12/12/2020;6/09/2024;57;63.58918733;3579.1;2 años;Débito;Fibra;1;3;No;Sur;Modem;147.7637248;2.143782004;1;Rápido y estable;0
CUST00290;4/12/2021;29/03/2024;45;67.02451248;2989.47;1 año;Tarjeta;DSL;2;5;No;Lima Metropolitana;Router;21.75405601;0.984787443;0;Muy satisfecho;1
CUST00707;17/03/2025;16/06/2025;6;31.53426952;118.2;2 años;Billetera;DSL;0;1;Sí;Sur;Modem;22.07172131;8.951897982;1;Conforme;1
CUST01330;11/04/2020;29/12/2020;62;61.76150452;3833.64;2 años;Tarjeta;Cable;0;2;No;Lima Metropolitana;Router;136.0909337;7.271505036;0;Caídas frecuentes;0
CUST00655;19/11/2023;10/01/2025;23;80.33881055;1761.14;Mes a mes;Billetera;Cable;2;1;No;Sur;Combo;146.2024945;5.443826967;1;Precio alto;0
CUST00523;7/06/2024;16/12/2024;15;80.98321808;1199.96;1 año;Tarjeta;Cable;1;2;No;Lima Metropolitana;Router;210.8727897;1.567399214;1;Precio alto;1
CUST00462;12/08/2022;10/12/2022;35;74.34502646;2648.66;2 años;Débito;;0;3;Sí;Sur;Modem;184.9306152;1.769531002;1;Podría mejorar;0
CUST00931;30/12/2021;;42;74.29685932;3168.14;Mes a mes;Débito;Fibra;0;5;Sí;Lima Metropolitana;Modem;218.5943497;2.061762681;1;Cobro incorrecto;1
CUST01035;22/05/2022;26/11/2024;40;82.53419464;3281.5;1 año;Tarjeta;Fibra;0;3;No;Norte;Modem;209.5309467;1.550691505;1;Podría mejorar;1
CUST00030;28/09/2020;7/11/2023;60;73.44053922;4439.1;Mes a mes;Tarjeta;Cable;0;3;Sí;Centro;Combo;153.9201963;1.716959764;0;Conforme;0
CUST00241;23/07/2023;9/08/2023;24;95.92669998;2324.19;Mes a mes;Efectivo;Fibra;2;4;No;Norte;Combo;281.4097158;6.359186296;1;Muy satisfecho;1
CUST00799;20/01/2024;3/02/2025;18;47.8310329;903.18;Mes a mes;Débito;DSL;1;5;No;Lima Metropolitana;Modem;30.00771234;4.696369172;1;Servicio lento;0
CUST00818;20/10/2019;2/07/2024;68;90.82112313;6213.44;Mes a mes;;Fibra;1;2;No;Centro;Router;241.1799132;2.019907318;2;Excelente atención;0
CUST00066;29/12/2021;22/06/2022;45;70.33843277;3075.02;Mes a mes;Débito;Fibra;1;3;No;;ONT;214.7753918;4.328737003;2;Rápido y estable;1
CUST00602;2/08/2019;24/11/2022;74;57.8641533;4267;1 año;Efectivo;;2;4;Sí;Sur;Router;126.6893957;1.32399971;0;Todo bien;0
CUST00925;13/07/2020;5/10/2021;61;62.35813213;3745.13;Mes a mes;Débito;Cable;0;4;No;Centro;Router;195.6309188;9.597008063;2;Mala experiencia;1
CUST00755;27/10/2022;7/07/2023;33;427.2629791;14147.67;Mes a mes;Tarjeta;Fibra;1;3;No;Lima Metropolitana;Router;184.6937836;1.241342521;2;Rápido y estable;1
CUST00927;5/02/2022;26/01/2023;41;52.90568843;2107.73;Mes a mes;Tarjeta;DSL;1;2;No;Centro;Modem;3.894069972;4.722206788;0;Servicio lento;0
CUST01102;10/04/2023;2/06/2024;26;95.4032398;2451.77;Mes a mes;Débito;Fibra;0;3;No;Norte;Router;219.0826347;1.850824751;0;Todo bien;1
CUST00248;2/04/2023;4/06/2025;26;74.57839631;1995.83;1 año;Débito;Cable;0;4;Sí;Lima Metropolitana;Router;110.211976;4.423588112;4;Soporte deficiente;1
CUST00278;21/08/2021;7/11/2023;48;77.4954819;3732.15;1 año;Billetera;Fibra;1;3;Sí;Sur;Router;156.0198773;3.862877541;0;Cobro incorrecto;0
CUST01403;2/12/2022;10/01/2025;34;67.72280385;2317.47;Mes a mes;Efectivo;Cable;0;3;Sí;Lima Metropolitana;Router;174.5815362;1.95779193;0;Conforme;0
CUST01067;22/06/2020;17/05/2024;63;54.36426461;3479.31;1 año;Tarjeta;DSL;0;2;No;Lima Metropolitana;ONT;34.87325588;0.911358397;1;Todo bien;1
CUST00480;11/04/2019;23/12/2021;79;61.19244918;4852.15;2 años;Débito;DSL;0;5;No;Lima Metropolitana;Router;17.59703689;2.119492653;0;Cobro incorrecto;0
CUST00427;9/11/2021;27/03/2025;43;47.28080999;1954.91;Mes a mes;Efectivo;DSL;0;3;Sí;Centro;ONT;19.99006915;0.620658536;0;Todo bien;1
CUST00124;1/04/2020;30/04/2022;65;39.80072668;2599.98;2 años;Efectivo;Cable;0;3;Sí;Centro;Router;111.2373764;1.169982769;0;Cobro incorrecto;0
CUST01170;12/01/2019;29/06/2025;82;;6570.81;Mes a mes;Tarjeta;Fibra;2;3;Sí;Sur;Modem;255.9874103;1.353075883;1;Rápido y estable;0
CUST00395;3/12/2022;21/10/2024;34;61.47613234;2101.33;Mes a mes;Efectivo;Cable;1;3;Sí;Norte;Router;96.46670001;2.466351915;0;Todo bien;0
CUST00986;8/10/2019;9/12/2020;71;54.99802183;3965.78;Mes a mes;Tarjeta;DSL;1;3;No;Lima Metropolitana;Router;11.46973468;3.619117927;1;Todo bien;1
CUST00716;9/06/2022;5/01/2025;39;67.7075021;2699.85;Mes a mes;Tarjeta;DSL;1;3;No;Lima Metropolitana;Router;12.6259504;1.634640093;0;Rápido y estable;1
CUST01135;30/07/2023;4/09/2023;24;60.60032171;1419.84;2 años;Tarjeta;Fibra;0;4;No;Centro;Modem;180.1861765;4.895689938;3;Podría mejorar;0
CUST01085;16/04/2020;28/07/2020;65;76.55936043;5083.45;Mes a mes;Débito;Fibra;0;4;No;Lima Metropolitana;Modem;235.8934698;13.59730643;0;Soporte deficiente;0
CUST00498;21/12/2020;18/03/2021;54;86.35797806;4760.32;2 años;Tarjeta;Fibra;0;3;Sí;Lima Metropolitana;Router;150.5012631;3.381152245;2;Todo bien;0
CUST00045;19/11/2019;23/08/2023;68;55.00831591;3702.78;2 años;Efectivo;DSL;2;4;Sí;Norte;Router;30.06723832;2.476856364;1;Precio alto;0
CUST00060;1/02/2024;17/02/2024;17;64.42609297;1126.36;1 año;Efectivo;Cable;0;1;No;Oriente;Combo;110.7823039;2.641048789;0;Rápido y estable;0
CUST01162;20/04/2021;29/06/2024;50;89.38640023;4415.54;Mes a mes;Débito;Fibra;0;1;Sí;Sur;Combo;259.2299075;1.832246189;1;Cobro incorrecto;1
CUST00024;13/02/2022;5/04/2024;40;80.57814181;3183.61;2 años;Tarjeta;Fibra;0;3;No;Norte;ONT;163.4287766;0.774781625;1;Rápido y estable;0
CUST00875;19/04/2020;4/02/2024;62;70.61883353;4295.62;Mes a mes;Tarjeta;Cable;0;3;Sí;Norte;Router;101.3605414;2.577272646;0;Cobro incorrecto;1
CUST00482;29/09/2021;24/09/2023;48;74.52755545;3667.21;2 años;Tarjeta;Cable;0;2;No;Lima Metropolitana;Router;125.6584397;0.249239444;0;Todo bien;0
CUST01325;16/12/2023;4/07/2025;19;82.18963916;1456.21;Mes a mes;Tarjeta;Fibra;0;3;Sí;Centro;Router;203.0553397;0.316140204;1;Muy satisfecho;0
CUST00746;1/06/2020;19/11/2022;63;72.43054875;4509.03;1 año;Cheque;Fibra;1;2;No;Sur;Modem;197.6029401;2.33853703;0;Rápido y estable;0
CUST00232;21/12/2023;4/06/2025;17;81.11799158;1315.52;Mes a mes;Efectivo;Fibra;0;3;No;Lima Metropolitana;Modem;164.3297502;2.827092148;0;Conforme;0
CUST00125;17/04/2022;21/09/2022;38;94.41945006;3572.91;Mes a mes;Tarjeta;Fibra;1;1;No;Lima Metropolitana;Combo;288.8044994;2.157090932;1;Podría mejorar;0
CUST00428;1/07/2019;24/04/2020;76;82.11396567;6234.92;Mes a mes;;Fibra;2;2;No;Lima Metropolitana;ONT;184.1797508;7.463111053;1;Muy satisfecho;0
CUST00819;2/09/2019;14/06/2022;74;68.70965885;5105.07;Mes a mes;Billetera;Cable;0;3;Sí;Lima Metropolitana;Router;106.8679821;1.27684428;0;Precio alto;0
CUST00169;3/04/2021;8/07/2022;51;56.84703345;2856.83;Mes a mes;Tarjeta;;1;3;No;Centro;Modem;20.04817402;0.680543424;1;Rápido y estable;0
CUST00116;7/12/2024;14/12/2024;10;73.11693449;781.07;2 años;;Cable;0;2;Sí;Sur;Combo;;2.157563429;2;Servicio lento;0
CUST01089;13/07/2021;23/03/2022;50;63.31856952;3204.04;2 años;Débito;Fibra;2;4;Sí;Centro;Modem;156.7293753;2.625615349;0;Podría mejorar;1
CUST00987;19/08/2021;2/08/2022;50;78.30147642;3884.83;Mes a mes;Efectivo;Fibra;0;2;Sí;Sur;Router;243.9158615;1.642608705;1;Excelente atención;0
CUST01396;19/11/2020;21/10/2023;57;54.99523451;3130.83;2 años;Tarjeta;Fibra;1;3;Sí;Lima Metropolitana;ONT;;3.849334464;0;Excelente atención;0
CUST01425;4/04/2024;5/05/2025;16;82.57619056;1354.17;2 años;Débito;Fibra;0;2;Sí;Centro;Modem;256.6374526;1.83602382;2;Excelente atención;0
CUST00416;6/06/2019;17/01/2021;77;66.26731754;5107.13;Mes a mes;Efectivo;Cable;0;3;Sí;Lima Metropolitana;ONT;134.1435623;7.942882837;2;Excelente atención;0
CUST00142;12/12/2024;28/12/2024;10;89.25321308;907.46;1 año;Tarjeta;Satélite;0;5;Sí;Lima Metropolitana;Modem;39.3917956;0.932511458;1;Cobro incorrecto;1
CUST01234;24/07/2021;22/03/2023;48;97.22155098;4607.21;Mes a mes;Efectivo;Fibra;0;3;Sí;Lima Metropolitana;Combo;189.9152996;0.716877231;0;Cobro incorrecto;1
CUST01294;8/12/2022;22/06/2024;31;68.15508269;2171.05;1 año;Tarjeta;Fibra;0;3;No;Sur;Combo;176.5773437;5.6137506;0;Todo bien;0
CUST00763;7/07/2024;3/08/2024;15;60.34217367;866.3;Mes a mes;Débito;Cable;2;4;No;Lima Metropolitana;Combo;107.2778067;13.74043793;2;Todo bien;1
CUST01207;15/05/2024;25/11/2024;16;87.11028809;1413.97;Mes a mes;Débito;Cable;0;4;No;Sur;Router;123.1440866;;0;Servicio lento;1
CUST00463;19/03/2024;22/05/2025;18;67.40205844;1236.38;1 año;Efectivo;Cable;0;2;No;Centro;Combo;105.1227501;5.360343221;1;Precio alto;0
CUST01244;10/11/2021;6/05/2025;44;50.43040871;2213.62;2 años;Tarjeta;DSL;0;3;No;Oriente;Modem;41.07513643;0.984444106;0;Cobro incorrecto;0
CUST00079;27/07/2021;18/07/2023;50;68.52468643;3488.2;Mes a mes;Tarjeta;DSL;1;3;No;Norte;Combo;33.46085019;2.08815019;0;Precio alto;1
CUST01005;19/08/2020;2/04/2025;62;76.21240163;4820.33;Mes a mes;Efectivo;Fibra;0;2;Sí;Centro;ONT;260.6531522;3.986156707;1;Conforme;1
CUST01491;14/12/2019;22/10/2020;68;62.39857746;4166.04;Mes a mes;Débito;DSL;2;5;Sí;Lima Metropolitana;Modem;34.7859237;8.501909815;2;Rápido y estable;0
CUST00572;15/07/2023;28/01/2025;24;65.76109958;1609.46;Mes a mes;Tarjeta;Cable;1;2;Sí;Oriente;Combo;121.3115235;6.963985375;1;Mala experiencia;0
CUST00016;31/08/2024;30/12/2024;10;84.12998912;824.66;Mes a mes;Billetera;Fibra;0;4;Sí;Lima Metropolitana;Modem;260.6817234;1.500753859;0;Podría mejorar;0
CUST00495;12/03/2020;23/10/2023;67;82.86774112;5555.13;Mes a mes;Tarjeta;Fibra;1;4;Sí;Sur;Modem;119.1706289;4.544132493;0;Todo bien;1
CUST00351;9/03/2025;29/04/2025;4;93.50852331;410.76;Mes a mes;Tarjeta;Fibra;0;5;No;Sur;Router;157.8424151;1.197025411;0;Excelente atención;1
CUST01000;18/08/2019;13/09/2020;72;64.28342051;4621.41;2 años;Débito;Cable;0;5;No;Lima Metropolitana;Modem;100.2541183;5.539935673;3;Excelente atención;1
CUST00275;31/01/2021;17/07/2025;55;86.71944608;4808.56;Mes a mes;Tarjeta;Fibra;1;4;No;Norte;Modem;192.2019484;0.483162847;3;Todo bien;0
CUST01192;18/09/2019;22/07/2023;69;70.01366104;4808.69;1 año;Efectivo;Fibra;0;2;Sí;Sur;ONT;205.2893264;0.410351845;0;Podría mejorar;0
CUST00272;21/08/2019;17/12/2021;70;82.21903485;5719;1 año;Efectivo;Fibra;0;3;No;Oriente;Router;164.2251952;3.021247998;1;Rápido y estable;0
CUST01474;3/08/2019;3/10/2021;75;76.05297429;5724.11;1 año;Débito;DSL;0;3;Sí;Centro;Router;34.5654231;1.61588959;0;Cobro incorrecto;0
CUST00238;18/01/2020;21/11/2022;68;28.29574264;1918.16;Mes a mes;Tarjeta;DSL;2;4;Sí;Lima Metropolitana;Modem;33.26075847;5.99157976;2;Rápido y estable;0
CUST00586;25/07/2019;1/08/2025;75;59.44626266;4454.78;1 año;Tarjeta;Fibra;1;3;No;Oriente;ONT;176.8414951;4.025106126;1;Todo bien;0
CUST01313;21/08/2022;25/05/2025;35;52.95232575;1819.74;2 años;Débito;DSL;1;5;No;Centro;ONT;22.87070186;8.01174954;0;Cobro incorrecto;0
CUST00695;4/05/2024;28/05/2025;13;72.99360701;1020.16;1 año;Tarjeta;Fibra;0;2;No;Sur;Modem;278.5134782;4.198410386;0;Todo bien;0
CUST01002;8/01/2023;24/05/2024;32;71.15543121;2183.57;1 año;Tarjeta;Fibra;2;4;Sí;Norte;Router;266.9092127;4.536327778;0;Soporte deficiente;0
CUST00323;11/05/2022;8/08/2024;38;62.56488354;2361.13;1 año;Débito;DSL;0;2;No;Oriente;Router;;4.516626362;1;Cobro incorrecto;1
CUST00783;4/06/2022;25/07/2023;36;82.90758424;2882.8;Mes a mes;Efectivo;Cable;0;3;Sí;Sur;Combo;131.9338907;0.268573201;0;Todo bien;1
CUST01359;11/08/2024;26/07/2025;14;89.27270092;1248.18;Mes a mes;Tarjeta;DSL;0;3;Sí;Centro;Modem;30.86851245;1.488783816;1;Rápido y estable;0
CUST01204;20/02/2024;9/04/2024;15;47.53533274;795.96;1 año;Tarjeta;Cable;0;3;Sí;Centro;Router;69.90869901;1.151072885;1;Soporte deficiente;1
CUST00971;7/08/2023;15/07/2024;25;69.63690753;1742.26;Mes a mes;Tarjeta;Fibra;1;3;Sí;Norte;Router;145.8751601;1.077820582;1;Podría mejorar;0
CUST01467;12/10/2020;10/03/2021;60;85.30894314;5138.72;Mes a mes;Efectivo;Fibra;1;3;No;Lima Metropolitana;Router;210.3041282;1.412620565;0;Cobro incorrecto;0
CUST00527;14/11/2019;10/09/2020;71;75.7660907;5359.78;1 año;Tarjeta;Fibra;2;2;Sí;Centro;Modem;209.8716839;4.05400643;1;Podría mejorar;0
CUST01426;17/12/2023;23/02/2025;19;64.06056122;1277.88;Mes a mes;Débito;DSL;0;1;Sí;Sur;Combo;22.83857115;0.221596288;3;Rápido y estable;1
